,customer_id,customer_name,phone_number,message,extracted_date
18207,61,Alexandria Lowe,9182189084,"Greetings, Your SIP of 22/03/2025 for Rs.3582.07 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 31.410.subject to realisation.Mirae Asset MF",2025-03-22
18209,61,Alexandria Lowe,9182189084,Spent Rs.5753 On Kotak Bank Card 5612 At STARK-DELEON. On 2025-04-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-04-01
18232,61,Alexandria Lowe,9182189084,"Greetings, Your SIP of 21/04/2025 for Rs.3773.62 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 27.789.subject to realisation.Mirae Asset MF",2025-04-21
18233,61,Alexandria Lowe,9182189084,Spent Rs.12620 On Kotak Bank Card 5612 At PENA-DORSEY. On 2025-05-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-05-04
18256,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 26/05/2024 for Rs.4475.21 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.610.subject to realisation.Mirae Asset MF",2024-05-26
18258,62,Kelsey Lopez,9070022664,Spent Rs.1864 On Axis Bank Card 5612 At MOORE LTD. On 2024-06-07:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-06-07
18260,62,Kelsey Lopez,9070022664,"Alert! Premium of Rs. 46002.49 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
18282,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 25/06/2024 for Rs.512.99 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.522.subject to realisation.Mirae Asset MF",2024-06-25
18284,62,Kelsey Lopez,9070022664,Spent Rs.3644 On Axis Bank Card 5612 At JONES LTD. On 2024-06-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-06-30
18307,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 25/07/2024 for Rs.2485.6 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.521.subject to realisation.Mirae Asset MF",2024-07-25
18309,62,Kelsey Lopez,9070022664,Spent Rs.2200 On Axis Bank Card 5612 At FLORES-COLEMAN. On 2024-08-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-08-01
18332,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 24/08/2024 for Rs.2567.01 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 47.663.subject to realisation.Mirae Asset MF",2024-08-24
18333,62,Kelsey Lopez,9070022664,"Spent Rs.713 On Axis Bank Card 5612 At MILLER, RANDALL AND OLSON. On 2024-09-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-09-06
18356,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 23/09/2024 for Rs.673.93 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.324.subject to realisation.Mirae Asset MF",2024-09-23
18358,62,Kelsey Lopez,9070022664,"Spent Rs.6064 On Axis Bank Card 5612 At PAGE, POWERS AND BENDER. On 2024-09-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-09-26
18381,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 23/10/2024 for Rs.2920.59 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.033.subject to realisation.Mirae Asset MF",2024-10-23
18382,62,Kelsey Lopez,9070022664,Spent Rs.13990 On Axis Bank Card 5612 At PRICE-DELGADO. On 2024-11-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-11-02
18405,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 22/11/2024 for Rs.2954.3 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.608.subject to realisation.Mirae Asset MF",2024-11-22
18407,62,Kelsey Lopez,9070022664,Spent Rs.2710 On Axis Bank Card 5612 At ALLEN LTD. On 2024-11-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-11-28
18409,62,Kelsey Lopez,9070022664,"Alert! Premium of Rs. 43219.81 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
18431,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 22/12/2024 for Rs.2809.19 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.078.subject to realisation.Mirae Asset MF",2024-12-22
18433,62,Kelsey Lopez,9070022664,"Spent Rs.8008 On Axis Bank Card 5612 At WELLS, MARTINEZ AND RAMIREZ. On 2024-12-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2024-12-23
18456,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 21/01/2025 for Rs.2167.09 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.049.subject to realisation.Mirae Asset MF",2025-01-21
18458,62,Kelsey Lopez,9070022664,Spent Rs.3174 On Axis Bank Card 5612 At JOHNSON-DAVIS. On 2025-02-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-02-02
18481,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 20/02/2025 for Rs.3379.33 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.302.subject to realisation.Mirae Asset MF",2025-02-20
18483,62,Kelsey Lopez,9070022664,"Spent Rs.3891 On Axis Bank Card 5612 At HOWELL, DAVIS AND NASH. On 2025-03-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-03-01
18506,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 22/03/2025 for Rs.1801.1 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 40.508.subject to realisation.Mirae Asset MF",2025-03-22
18508,62,Kelsey Lopez,9070022664,"Spent Rs.10022 On Axis Bank Card 5612 At ESCOBAR, MARTIN AND KLEIN. On 2025-03-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-03-30
18531,62,Kelsey Lopez,9070022664,"Greetings, Your SIP of 21/04/2025 for Rs.3112.02 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.337.subject to realisation.Mirae Asset MF",2025-04-21
18532,62,Kelsey Lopez,9070022664,Spent Rs.7865 On Axis Bank Card 5612 At CISNEROS AND SONS. On 2025-04-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-04-21
18555,63,Lauren Cross,9885240884,"Greetings, Your SIP of 26/05/2024 for Rs.2665.09 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.602.subject to realisation.Mirae Asset MF",2024-05-26
18557,63,Lauren Cross,9885240884,Spent Rs.6030 On ICICI Bank Card 4219 At CASTILLO INC. On 2024-05-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-05-30
18559,63,Lauren Cross,9885240884,"Alert! Premium of Rs. 14615.34 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
18581,63,Lauren Cross,9885240884,"Greetings, Your SIP of 25/06/2024 for Rs.4629.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.169.subject to realisation.Mirae Asset MF",2024-06-25
18583,63,Lauren Cross,9885240884,"Spent Rs.13246 On ICICI Bank Card 4219 At SNYDER, FOWLER AND HOGAN. On 2024-06-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-06-25
18606,63,Lauren Cross,9885240884,"Greetings, Your SIP of 25/07/2024 for Rs.2828.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.416.subject to realisation.Mirae Asset MF",2024-07-25
18608,63,Lauren Cross,9885240884,"Spent Rs.14765 On ICICI Bank Card 4219 At SMITH, TATE AND GATES. On 2024-07-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-07-26
18631,63,Lauren Cross,9885240884,"Greetings, Your SIP of 24/08/2024 for Rs.857.39 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.494.subject to realisation.Mirae Asset MF",2024-08-24
18632,63,Lauren Cross,9885240884,Spent Rs.3060 On ICICI Bank Card 4219 At WILSON AND SONS. On 2024-08-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-08-28
18655,63,Lauren Cross,9885240884,"Greetings, Your SIP of 23/09/2024 for Rs.2222.15 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 35.172.subject to realisation.Mirae Asset MF",2024-09-23
18657,63,Lauren Cross,9885240884,Spent Rs.10762 On ICICI Bank Card 4219 At PENA-FRANCIS. On 2024-10-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-10-06
18680,63,Lauren Cross,9885240884,"Greetings, Your SIP of 23/10/2024 for Rs.3883.74 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.985.subject to realisation.Mirae Asset MF",2024-10-23
18681,63,Lauren Cross,9885240884,Spent Rs.2420 On ICICI Bank Card 4219 At HARDING LLC. On 2024-11-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-11-06
18704,63,Lauren Cross,9885240884,"Greetings, Your SIP of 22/11/2024 for Rs.4565.93 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 41.051.subject to realisation.Mirae Asset MF",2024-11-22
18706,63,Lauren Cross,9885240884,"Spent Rs.12131 On ICICI Bank Card 4219 At WILLIAMS, SNYDER AND WRIGHT. On 2024-11-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-11-22
18708,63,Lauren Cross,9885240884,"Alert! Premium of Rs. 21438.73 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
18730,63,Lauren Cross,9885240884,"Greetings, Your SIP of 22/12/2024 for Rs.4117.88 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.935.subject to realisation.Mirae Asset MF",2024-12-22
18732,63,Lauren Cross,9885240884,"Spent Rs.11607 On ICICI Bank Card 4219 At CAIN, DELACRUZ AND RAMSEY. On 2024-12-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-12-26
18755,63,Lauren Cross,9885240884,"Greetings, Your SIP of 21/01/2025 for Rs.680.0 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.623.subject to realisation.Mirae Asset MF",2025-01-21
18757,63,Lauren Cross,9885240884,Spent Rs.6596 On ICICI Bank Card 4219 At REYES LTD. On 2025-01-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-01-28
18780,63,Lauren Cross,9885240884,"Greetings, Your SIP of 20/02/2025 for Rs.4453.62 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.521.subject to realisation.Mirae Asset MF",2025-02-20
18782,63,Lauren Cross,9885240884,Spent Rs.5459 On ICICI Bank Card 4219 At SIMMONS INC. On 2025-03-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-03-06
18805,63,Lauren Cross,9885240884,"Greetings, Your SIP of 22/03/2025 for Rs.2074.67 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 22.008.subject to realisation.Mirae Asset MF",2025-03-22
18807,63,Lauren Cross,9885240884,Spent Rs.11527 On ICICI Bank Card 4219 At KELLY-ROBINSON. On 2025-03-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-03-26
18830,63,Lauren Cross,9885240884,"Greetings, Your SIP of 21/04/2025 for Rs.3710.77 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.604.subject to realisation.Mirae Asset MF",2025-04-21
18832,63,Lauren Cross,9885240884,Spent Rs.11449 On ICICI Bank Card 4219 At BENTLEY PLC. On 2025-04-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-04-29
18855,64,Angela George,9857608940,"Greetings, Your SIP of 26/05/2024 for Rs.1214.55 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 47.926.subject to realisation.Mirae Asset MF",2024-05-26
18857,64,Angela George,9857608940,Spent Rs.12941 On IDBI Bank Card 1347 At WATTS INC. On 2024-06-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-06-01
18859,64,Angela George,9857608940,"Alert! Premium of Rs. 49430.57 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
18881,64,Angela George,9857608940,"Greetings, Your SIP of 25/06/2024 for Rs.2607.13 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.097.subject to realisation.Mirae Asset MF",2024-06-25
18882,64,Angela George,9857608940,Spent Rs.12106 On IDBI Bank Card 1347 At SMITH-GRIFFIN. On 2024-07-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-01
18905,64,Angela George,9857608940,"Greetings, Your SIP of 25/07/2024 for Rs.3855.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 31.202.subject to realisation.Mirae Asset MF",2024-07-25
18907,64,Angela George,9857608940,"Spent Rs.13501 On IDBI Bank Card 1347 At CAMPBELL, ALLEN AND RIVAS. On 2024-07-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-07-28
18930,64,Angela George,9857608940,"Greetings, Your SIP of 24/08/2024 for Rs.517.96 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 44.345.subject to realisation.Mirae Asset MF",2024-08-24
18931,64,Angela George,9857608940,Spent Rs.14659 On IDBI Bank Card 1347 At JONES PLC. On 2024-08-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-08-27
18954,64,Angela George,9857608940,"Greetings, Your SIP of 23/09/2024 for Rs.3499.12 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 18.252.subject to realisation.Mirae Asset MF",2024-09-23
18956,64,Angela George,9857608940,Spent Rs.834 On IDBI Bank Card 1347 At GARCIA-CONTRERAS. On 2024-09-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-09-23
18979,64,Angela George,9857608940,"Greetings, Your SIP of 23/10/2024 for Rs.1499.07 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 22.484.subject to realisation.Mirae Asset MF",2024-10-23
18981,64,Angela George,9857608940,Spent Rs.9861 On IDBI Bank Card 1347 At HICKS INC. On 2024-11-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-11-01
19004,64,Angela George,9857608940,"Greetings, Your SIP of 22/11/2024 for Rs.3331.7 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.381.subject to realisation.Mirae Asset MF",2024-11-22
19006,64,Angela George,9857608940,Spent Rs.14620 On IDBI Bank Card 1347 At COLLINS LTD. On 2024-11-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-11-21
19008,64,Angela George,9857608940,"Alert! Premium of Rs. 23825.05 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your IDBI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
19030,64,Angela George,9857608940,"Greetings, Your SIP of 22/12/2024 for Rs.2833.59 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 12.930.subject to realisation.Mirae Asset MF",2024-12-22
19031,64,Angela George,9857608940,Spent Rs.14205 On IDBI Bank Card 1347 At THOMAS LLC. On 2025-01-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-03
19054,64,Angela George,9857608940,"Greetings, Your SIP of 21/01/2025 for Rs.4471.34 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 47.667.subject to realisation.Mirae Asset MF",2025-01-21
19056,64,Angela George,9857608940,Spent Rs.14924 On IDBI Bank Card 1347 At DAVIS-GLENN. On 2025-01-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-24
19079,64,Angela George,9857608940,"Greetings, Your SIP of 20/02/2025 for Rs.2514.1 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.357.subject to realisation.Mirae Asset MF",2025-02-20
19080,64,Angela George,9857608940,Spent Rs.6454 On IDBI Bank Card 1347 At HARRIS LLC. On 2025-02-19:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-02-19
19103,64,Angela George,9857608940,"Greetings, Your SIP of 22/03/2025 for Rs.1262.31 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 10.957.subject to realisation.Mirae Asset MF",2025-03-22
19105,64,Angela George,9857608940,Spent Rs.7875 On IDBI Bank Card 1347 At ARMSTRONG-RIOS. On 2025-04-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-05
19128,64,Angela George,9857608940,"Greetings, Your SIP of 21/04/2025 for Rs.3362.45 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 29.923.subject to realisation.Mirae Asset MF",2025-04-21
19129,64,Angela George,9857608940,Spent Rs.11919 On IDBI Bank Card 1347 At ABBOTT AND SONS. On 2025-05-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-05-02
19152,65,Alicia Harris,9044739508,"Greetings, Your SIP of 26/05/2024 for Rs.4437.41 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.172.subject to realisation.Mirae Asset MF",2024-05-26
19154,65,Alicia Harris,9044739508,"Spent Rs.11457 On ICICI Bank Card 1347 At LOPEZ, JENKINS AND BROWN. On 2024-06-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-06-03
19156,65,Alicia Harris,9044739508,"Alert! Premium of Rs. 32351.80 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
19178,65,Alicia Harris,9044739508,"Greetings, Your SIP of 25/06/2024 for Rs.3496.29 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 36.917.subject to realisation.Mirae Asset MF",2024-06-25
19180,65,Alicia Harris,9044739508,"Spent Rs.8616 On ICICI Bank Card 1347 At JOHNSON, ROMERO AND GRIFFITH. On 2024-06-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-06-27
19203,65,Alicia Harris,9044739508,"Greetings, Your SIP of 25/07/2024 for Rs.2952.3 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.693.subject to realisation.Mirae Asset MF",2024-07-25
19205,65,Alicia Harris,9044739508,Spent Rs.13884 On ICICI Bank Card 1347 At EVANS-OLSON. On 2024-08-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-08-04
19228,65,Alicia Harris,9044739508,"Greetings, Your SIP of 24/08/2024 for Rs.2780.51 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.538.subject to realisation.Mirae Asset MF",2024-08-24
19229,65,Alicia Harris,9044739508,"Spent Rs.9612 On ICICI Bank Card 1347 At ANDERSON, PEREZ AND HOUSTON. On 2024-08-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-08-23
19252,65,Alicia Harris,9044739508,"Greetings, Your SIP of 23/09/2024 for Rs.4098.63 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.201.subject to realisation.Mirae Asset MF",2024-09-23
19254,65,Alicia Harris,9044739508,"Spent Rs.8580 On ICICI Bank Card 1347 At KEY, WELLS AND OSBORNE. On 2024-09-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-09-22
19277,65,Alicia Harris,9044739508,"Greetings, Your SIP of 23/10/2024 for Rs.1060.1 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.659.subject to realisation.Mirae Asset MF",2024-10-23
19279,65,Alicia Harris,9044739508,Spent Rs.4643 On ICICI Bank Card 1347 At MCDONALD LLC. On 2024-11-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-11-05
19302,65,Alicia Harris,9044739508,"Greetings, Your SIP of 22/11/2024 for Rs.2964.15 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 26.700.subject to realisation.Mirae Asset MF",2024-11-22
19304,65,Alicia Harris,9044739508,Spent Rs.14665 On ICICI Bank Card 1347 At BURCH PLC. On 2024-12-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-04
19306,65,Alicia Harris,9044739508,"Alert! Premium of Rs. 46326.06 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
19328,65,Alicia Harris,9044739508,"Greetings, Your SIP of 22/12/2024 for Rs.2864.13 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.011.subject to realisation.Mirae Asset MF",2024-12-22
19329,65,Alicia Harris,9044739508,Spent Rs.10875 On ICICI Bank Card 1347 At HORTON AND SONS. On 2024-12-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-12-21
19352,65,Alicia Harris,9044739508,"Greetings, Your SIP of 21/01/2025 for Rs.1451.66 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.761.subject to realisation.Mirae Asset MF",2025-01-21
19354,65,Alicia Harris,9044739508,Spent Rs.612 On ICICI Bank Card 1347 At BOYLE PLC. On 2025-01-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-21
19377,65,Alicia Harris,9044739508,"Greetings, Your SIP of 20/02/2025 for Rs.3992.77 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 22.030.subject to realisation.Mirae Asset MF",2025-02-20
19378,65,Alicia Harris,9044739508,Spent Rs.8214 On ICICI Bank Card 1347 At FULLER AND SONS. On 2025-03-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-06
19401,65,Alicia Harris,9044739508,"Greetings, Your SIP of 22/03/2025 for Rs.4264.83 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.936.subject to realisation.Mirae Asset MF",2025-03-22
19403,65,Alicia Harris,9044739508,Spent Rs.4987 On ICICI Bank Card 1347 At JACKSON INC. On 2025-03-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-31
19426,65,Alicia Harris,9044739508,"Greetings, Your SIP of 21/04/2025 for Rs.4344.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 17.322.subject to realisation.Mirae Asset MF",2025-04-21
19428,65,Alicia Harris,9044739508,"Spent Rs.10408 On ICICI Bank Card 1347 At DELEON, HAYNES AND MANNING. On 2025-04-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-04-22
19451,66,Alexandria Nelson,9533919788,"Greetings, Your SIP of 26/05/2024 for Rs.1358.8 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.809.subject to realisation.Mirae Asset MF",2024-05-26
19453,66,Alexandria Nelson,9533919788,"Spent Rs.10507 On Axis Bank Card 4219 At YOUNG, VAZQUEZ AND DOMINGUEZ. On 2024-05-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-05-28
19455,66,Alexandria Nelson,9533919788,"Alert! Premium of Rs. 19363.76 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Axis Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
19477,66,Alexandria Nelson,9533919788,"Greetings, Your SIP of 25/06/2024 for Rs.3946.98 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.917.subject to realisation.Mirae Asset MF",2024-06-25
19478,66,Alexandria Nelson,9533919788,"Spent Rs.4354 On Axis Bank Card 4219 At CLARK, CARTER AND MARTINEZ. On 2024-06-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-06-27
19501,66,Alexandria Nelson,9533919788,"Greetings, Your SIP of 25/07/2024 for Rs.1152.14 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 22.110.subject to realisation.Mirae Asset MF",2024-07-25
19503,66,Alexandria Nelson,9533919788,Spent Rs.747 On Axis Bank Card 4219 At WOOD-MILLER. On 2024-08-06:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-08-06
19526,66,Alexandria Nelson,9533919788,"Greetings, Your SIP of 24/08/2024 for Rs.702.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 46.086.subject to realisation.Mirae Asset MF",2024-08-24
